gene chr start end
ENSG00000143436.6 1 151736039 151736040
ENSG00000249602.1 1 151741976 151741977
ENSG00000203288.3 1 151763279 151763280
ENSG00000182134.11 1 151763891 151763892
ENSG00000143365.12 1 151804347 151804348
ENSG00000234614.1 1 151814352 151814353
ENSG00000196407.7 1 151826172 151826173
ENSG00000159445.8 1 151882283 151882284
ENSG00000197747.4 1 151966865 151966866
ENSG00000163191.5 1 152020382 152020383
ENSG00000232678.2 1 152050427 152050428
ENSG00000237975.2 1 152140600 152140601
ENSG00000244094.1 1 153085990 153085991
ENSG00000196805.6 1 153113926 153113927
ENSG00000163220.10 1 153330329 153330330
ENSG00000163221.7 1 153348124 153348125
ENSG00000143546.5 1 153363663 153363664
ENSG00000238279.1 1 153506078 153506079
ENSG00000197956.5 1 153508719 153508720
ENSG00000188015.5 1 153521847 153521848
ENSG00000196154.7 1 153522611 153522612
ENSG00000196754.6 1 153540365 153540366
ENSG00000188643.6 1 153585620 153585621
ENSG00000160678.7 1 153600401 153600402
ENSG00000160679.8 1 153606524 153606525
ENSG00000189171.9 1 153606567 153606568
ENSG00000271853.1 1 153606815 153606816
ENSG00000272030.1 1 153606872 153606873
ENSG00000143553.6 1 153631129 153631130
ENSG00000143621.12 1 153643523 153643524
ENSG00000169418.9 1 153651112 153651113
ENSG00000143624.9 1 153700542 153700543
ENSG00000243613.1 1 153723702 153723703
ENSG00000233222.2 1 153724651 153724652
ENSG00000238511.1 1 153726702 153726703
ENSG00000143554.9 1 153746829 153746830
ENSG00000143614.7 1 153895450 153895451
ENSG00000198837.5 1 153919171 153919172
ENSG00000160741.12 1 153931100 153931101
ENSG00000273026.1 1 153938991 153938992
ENSG00000143578.11 1 153940009 153940010
ENSG00000143570.13 1 153940187 153940188
ENSG00000143543.10 1 153950163 153950164
ENSG00000272654.1 1 153950218 153950219
ENSG00000143545.4 1 153958833 153958834
ENSG00000177954.7 1 153963234 153963235
ENSG00000264384.1 1 154139024 154139025
ENSG00000143549.15 1 154167123 154167124
ENSG00000143569.14 1 154192654 154192655
ENSG00000143612.14 1 154193103 154193104
ENSG00000252817.1 1 154226920 154226921
ENSG00000201129.1 1 154232202 154232203
ENSG00000143575.10 1 154244986 154244987
ENSG00000143515.12 1 154298028 154298029
ENSG00000160712.8 1 154377668 154377669
ENSG00000273110.1 1 154452487 154452488
ENSG00000169291.5 1 154474588 154474589
ENSG00000163239.8 1 154474694 154474695
ENSG00000229780.1 1 154526084 154526085
ENSG00000160714.5 1 154531503 154531504
ENSG00000160710.11 1 154600474 154600475
ENSG00000143603.14 1 154842755 154842756
ENSG00000163344.5 1 154909466 154909467
ENSG00000163346.12 1 154928598 154928599
ENSG00000271380.1 1 154934300 154934301
ENSG00000163348.3 1 154936328 154936329
ENSG00000160691.14 1 154946870 154946871
ENSG00000173207.8 1 154947128 154947129
ENSG00000264349.1 1 154948168 154948169
ENSG00000160688.14 1 154955813 154955814
ENSG00000160685.9 1 154975126 154975127
ENSG00000163354.10 1 155006256 155006257
ENSG00000232093.1 1 155018593 155018594
ENSG00000143537.9 1 155023041 155023042
ENSG00000243364.3 1 155036206 155036207
ENSG00000143590.9 1 155036223 155036224
ENSG00000251246.1 1 155036223 155036224
ENSG00000169242.7 1 155099935 155099936
ENSG00000169241.13 1 155107819 155107820
ENSG00000179085.7 1 155113070 155113071
ENSG00000163462.13 1 155145872 155145873
ENSG00000163463.7 1 155145950 155145951
ENSG00000273088.1 1 155159747 155159748
ENSG00000185499.12 1 155162706 155162707
ENSG00000231064.1 1 155166658 155166659
ENSG00000173171.10 1 155178489 155178490
ENSG00000169231.9 1 155178841 155178842
ENSG00000236263.1 1 155183609 155183610
ENSG00000160766.10 1 155197213 155197214
ENSG00000177628.11 1 155214489 155214490
ENSG00000160767.16 1 155225273 155225274
ENSG00000116521.6 1 155232220 155232221
ENSG00000143630.5 1 155247373 155247374
ENSG00000176444.14 1 155248281 155248282
ENSG00000160752.10 1 155278538 155278539
ENSG00000160753.11 1 155290686 155290687
ENSG00000225855.2 1 155293966 155293967
ENSG00000207720.1 1 155316235 155316236
ENSG00000235919.3 1 155531820 155531821
ENSG00000116539.6 1 155532597 155532598
ENSG00000271267.1 1 155536096 155536097
ENSG00000125459.10 1 155579978 155579979
ENSG00000203761.4 1 155581010 155581011
ENSG00000246203.2 1 155630035 155630036
ENSG00000132676.11 1 155657750 155657751
ENSG00000163374.15 1 155658790 155658791
ENSG00000116580.14 1 155829190 155829191
ENSG00000132718.7 1 155829299 155829300
ENSG00000143622.6 1 155881194 155881195
ENSG00000207475.1 1 155889835 155889836
ENSG00000252808.1 1 155895876 155895877
ENSG00000132680.6 1 155904190 155904191
ENSG00000273002.1 1 155948589 155948590
ENSG00000116584.13 1 155976860 155976861
ENSG00000163479.9 1 155990749 155990750
ENSG00000160803.7 1 156023584 156023585
ENSG00000116586.7 1 156024542 156024543
ENSG00000160789.15 1 156052363 156052364
ENSG00000196189.8 1 156117156 156117157
ENSG00000160785.9 1 156163879 156163880
ENSG00000260238.1 1 156182772 156182773
ENSG00000160783.15 1 156182783 156182784
ENSG00000242252.1 1 156211752 156211753
ENSG00000160781.11 1 156217880 156217881
ENSG00000198952.7 1 156252619 156252620
ENSG00000163472.14 1 156252725 156252726
ENSG00000198715.7 1 156265462 156265463
ENSG00000163468.10 1 156337663 156337664
ENSG00000116604.13 1 156470619 156470620
ENSG00000163382.7 1 156561553 156561554
ENSG00000160818.12 1 156571287 156571288
ENSG00000132688.10 1 156647188 156647189
ENSG00000143320.4 1 156675607 156675608
ENSG00000143303.7 1 156698233 156698234
ENSG00000143319.12 1 156698590 156698591
ENSG00000143314.8 1 156711381 156711382
ENSG00000143294.10 1 156720401 156720402
ENSG00000143321.14 1 156736716 156736717
ENSG00000198400.7 1 156785431 156785432
ENSG00000027869.7 1 156786653 156786654
ENSG00000027644.4 1 156828809 156828810
ENSG00000187800.9 1 156863489 156863490
ENSG00000132694.14 1 157015161 157015162
ENSG00000237842.2 1 157030553 157030554
ENSG00000224520.2 1 157043048 157043049
ENSG00000117036.7 1 157108265 157108266
ENSG00000183853.13 1 157963062 157963063
ENSG00000227295.2 1 158147544 158147545
ENSG00000158473.6 1 158149736 158149737
ENSG00000158481.8 1 158259575 158259576
ENSG00000158485.6 1 158301320 158301321
ENSG00000158488.11 1 158323253 158323254
ENSG00000231434.1 1 158493461 158493462
ENSG00000163563.7 1 158801106 158801107
ENSG00000163564.10 1 158900585 158900586
ENSG00000163565.14 1 158969757 158969758
ENSG00000163568.9 1 159116885 159116886
ENSG00000162706.8 1 159141398 159141399
ENSG00000213088.5 1 159173096 159173097
ENSG00000225670.3 1 159177762 159177763
ENSG00000179639.6 1 159259503 159259504
ENSG00000158716.4 1 159750721 159750722
ENSG00000181036.9 1 159770300 159770301
ENSG00000158714.6 1 159796539 159796540
ENSG00000188004.5 1 159825136 159825137
ENSG00000272668.1 1 159836743 159836744
ENSG00000158710.10 1 159895521 159895522
ENSG00000085552.12 1 159915385 159915386
ENSG00000162723.5 1 159924043 159924044
ENSG00000224259.1 1 159931007 159931008
ENSG00000260766.1 1 159996583 159996584
ENSG00000143315.5 1 160001782 160001783
ENSG00000162729.9 1 160068732 160068733
ENSG00000018625.10 1 160085548 160085549
ENSG00000143318.8 1 160160284 160160285
ENSG00000162734.8 1 160175126 160175127
ENSG00000265381.1 1 160175166 160175167
ENSG00000227741.1 1 160178658 160178659
ENSG00000228606.1 1 160231533 160231534
ENSG00000224261.2 1 160237014 160237015
ENSG00000258465.2 1 160254919 160254920
ENSG00000132716.14 1 160254919 160254920
ENSG00000162735.14 1 160256137 160256138
ENSG00000235082.2 1 160287192 160287193
ENSG00000202078.1 1 160296005 160296006
ENSG00000162736.11 1 160313061 160313062
ENSG00000122218.10 1 160313189 160313190
ENSG00000162738.5 1 160370375 160370376
ENSG00000162739.9 1 160493051 160493052
ENSG00000264286.1 1 160515534 160515535
ENSG00000066294.10 1 160549305 160549306
ENSG00000117090.10 1 160617084 160617085
ENSG00000228863.4 1 160640567 160640568
ENSG00000117091.5 1 160681640 160681641
ENSG00000026751.12 1 160709036 160709037
ENSG00000122223.8 1 160832691 160832692
ENSG00000179914.4 1 160854959 160854960
ENSG00000213080.3 1 160864769 160864770
ENSG00000198358.4 1 160902254 160902255
ENSG00000158764.6 1 160924588 160924589
ENSG00000158769.13 1 160991137 160991138
ENSG00000270149.1 1 161008751 161008752
ENSG00000215845.6 1 161008779 161008780
ENSG00000158773.10 1 161015766 161015767
ENSG00000186517.9 1 161039759 161039760
ENSG00000162755.9 1 161068150 161068151
ENSG00000158793.9 1 161087875 161087876
ENSG00000143256.4 1 161087900 161087901
ENSG00000158796.12 1 161102477 161102478
ENSG00000143222.7 1 161122565 161122566
ENSG00000224985.1 1 161129138 161129139
ENSG00000143258.11 1 161129239 161129240
ENSG00000143224.13 1 161136199 161136200
ENSG00000158850.10 1 161147286 161147287
ENSG00000158864.8 1 161166893 161166894
ENSG00000158859.9 1 161168845 161168846
ENSG00000158869.6 1 161185023 161185024
ENSG00000158882.8 1 161195792 161195793
ENSG00000263548.1 1 161196975 161196976
ENSG00000143257.7 1 161208091 161208092
ENSG00000248485.1 1 161228516 161228517
ENSG00000158887.11 1 161279761 161279762
ENSG00000143252.10 1 161284046 161284047
ENSG00000188931.3 1 161337663 161337664
ENSG00000235477.2 1 161337811 161337812
ENSG00000273075.1 1 161344551 161344552
ENSG00000143226.9 1 161475219 161475220
ENSG00000273112.1 1 161482965 161482966
ENSG00000173110.6 1 161494035 161494036
ENSG00000072694.14 1 161551100 161551101
ENSG00000244682.3 1 161551128 161551129
ENSG00000225217.1 1 161576080 161576081
ENSG00000203747.5 1 161600916 161600917
ENSG00000162747.5 1 161601752 161601753
ENSG00000234211.1 1 161644613 161644614
ENSG00000162746.10 1 161691352 161691353
ENSG00000081721.7 1 161719547 161719548
ENSG00000118217.5 1 161736083 161736084
ENSG00000229808.1 1 161860622 161860623
ENSG00000162745.6 1 161993643 161993644
ENSG00000254706.1 1 162335196 162335197
ENSG00000239887.3 1 162336697 162336698
ENSG00000152332.11 1 162467040 162467041
ENSG00000117143.9 1 162531322 162531323
ENSG00000272574.1 1 162562892 162562893
ENSG00000162733.12 1 162601162 162601163
ENSG00000132196.9 1 162760491 162760492
ENSG00000117152.9 1 163038564 163038565
ENSG00000143248.8 1 163291576 163291577
ENSG00000232995.3 1 163291683 163291684
ENSG00000185630.14 1 164524820 164524821
ENSG00000269887.1 1 164649321 164649322
ENSG00000162761.10 1 165325951 165325952
ENSG00000143171.8 1 165414432 165414433
ENSG00000143198.8 1 165600097 165600098
ENSG00000206990.1 1 165631923 165631924
ENSG00000143149.8 1 165668099 165668100
ENSG00000143179.8 1 165796767 165796768
ENSG00000143183.12 1 165796991 165796992
ENSG00000236364.2 1 165869919 165869920
ENSG00000267884.1 1 166028708 166028709
ENSG00000188859.5 1 166136205 166136206
ENSG00000215835.2 1 166246833 166246834
ENSG00000143157.7 1 166808680 166808681
ENSG00000225171.2 1 166837984 166837985
ENSG00000152382.5 1 166845563 166845564
ENSG00000143195.8 1 166944718 166944719
ENSG00000272205.1 1 167189748 167189749
ENSG00000143190.17 1 167190065 167190066
ENSG00000233411.1 1 167427897 167427898
ENSG00000273160.1 1 167429127 167429128
ENSG00000198821.6 1 167487846 167487847
ENSG00000143162.7 1 167523003 167523004
ENSG00000198771.6 1 167599329 167599330
ENSG00000197965.7 1 167690428 167690429
ENSG00000143164.11 1 167905020 167905021
ENSG00000143158.6 1 167906277 167906278
ENSG00000224837.1 1 168025659 168025660
ENSG00000143147.10 1 168106820 168106821
ENSG00000143155.8 1 168148170 168148171
ENSG00000213064.5 1 168195175 168195176
ENSG00000214262.4 1 168216580 168216581
ENSG00000143178.8 1 168250277 168250278
ENSG00000143185.3 1 168513234 168513235
ENSG00000143184.4 1 168545710 168545711
ENSG00000143196.4 1 168698501 168698502
ENSG00000143153.8 1 169074934 169074935
ENSG00000143156.9 1 169337204 169337205
ENSG00000117475.9 1 169337207 169337208
ENSG00000234604.2 1 169443396 169443397
ENSG00000117479.8 1 169455240 169455241
ENSG00000213062.3 1 169455379 169455380
ENSG00000198734.6 1 169555825 169555826
ENSG00000174175.12 1 169599430 169599431
ENSG00000000460.12 1 169631244 169631245
ENSG00000188404.4 1 169680838 169680839
ENSG00000007908.11 1 169733845 169733846
ENSG00000171806.7 1 169764106 169764107
ENSG00000239494.2 1 169828896 169828897
ENSG00000000457.9 1 169863407 169863408
ENSG00000232959.1 1 169993217 169993218
ENSG00000075945.8 1 170054348 170054349
ENSG00000120370.8 1 170501269 170501270
ENSG00000116132.7 1 170631868 170631869
ENSG00000007933.8 1 171060017 171060018
ENSG00000094963.9 1 171154346 171154347
ENSG00000225243.1 1 171196926 171196927
ENSG00000010932.11 1 171217637 171217638
ENSG00000076258.5 1 171283346 171283347
ENSG00000225704.2 1 171314227 171314228
ENSG00000268062.1 1 171314445 171314446
ENSG00000117523.11 1 171454650 171454651
ENSG00000034971.10 1 171621822 171621823
ENSG00000233328.3 1 171640078 171640079
ENSG00000117533.10 1 171711386 171711387
ENSG00000010165.15 1 171750787 171750788
ENSG00000197959.9 1 171810620 171810621
ENSG00000207949.1 1 172108046 172108047
ENSG00000208024.1 1 172113783 172113784
ENSG00000230630.1 1 172113933 172113934
ENSG00000135845.5 1 172413229 172413230
ENSG00000094975.9 1 172501488 172501489
ENSG00000117560.6 1 172628153 172628154
ENSG00000117586.6 1 173176451 173176452
ENSG00000203739.3 1 173430500 173430501
ENSG00000117592.8 1 173446404 173446405
ENSG00000076321.6 1 173684079 173684080
ENSG00000117593.8 1 173793640 173793641
ENSG00000120334.11 1 173793857 173793858
ENSG00000270084.1 1 173832385 173832386
ENSG00000208317.1 1 173834823 173834824
ENSG00000185278.10 1 173837219 173837220
ENSG00000234741.3 1 173838019 173838020
ENSG00000135870.7 1 173991434 173991435
ENSG00000152061.17 1 174128547 174128548
ENSG00000116161.13 1 174968299 174968300
ENSG00000120333.4 1 174992560 174992561
ENSG00000120332.11 1 175036993 175036994
ENSG00000235750.5 1 175162134 175162135
ENSG00000230777.1 1 175891110 175891111
ENSG00000143207.15 1 176176628 176176629
ENSG00000152092.11 1 177134108 177134109
ENSG00000198797.6 1 177140632 177140633
ENSG00000224968.1 1 177320721 177320722
ENSG00000120341.14 1 177953437 177953438
ENSG00000242193.5 1 178007084 178007085
ENSG00000254154.4 1 178007141 178007142
ENSG00000075391.12 1 178062863 178062864
ENSG00000224687.1 1 178063118 178063119
ENSG00000213058.3 1 178380750 178380751
ENSG00000260938.1 1 178449741 178449742
ENSG00000213057.4 1 178511886 178511887
ENSG00000184909.8 1 178511949 178511950
ENSG00000116191.13 1 178694299 178694300
ENSG00000116194.8 1 178840186 178840187
ENSG00000116199.7 1 178994938 178994939
ENSG00000186283.9 1 179050511 179050512
ENSG00000143322.15 1 179198818 179198819
ENSG00000057252.8 1 179262924 179262925
ENSG00000227141.2 1 179555839 179555840
ENSG00000258664.1 1 179834310 179834311
ENSG00000169905.8 1 179846937 179846938
ENSG00000143337.14 1 179851176 179851177
ENSG00000272906.1 1 179851729 179851730
ENSG00000135837.11 1 179923872 179923873
ENSG00000116260.12 1 180123968 180123969
ENSG00000121454.4 1 180199420 180199421
ENSG00000230124.2 1 180245358 180245359
ENSG00000135847.5 1 180472088 180472089
ENSG00000143324.9 1 180601139 180601140
ENSG00000135835.6 1 180882289 180882290
ENSG00000232586.1 1 180924022 180924023
ENSG00000243155.1 1 180945617 180945618
ENSG00000135823.9 1 180992046 180992047
ENSG00000153029.10 1 181003066 181003067
ENSG00000162783.8 1 181057637 181057638
ENSG00000272198.1 1 181060244 181060245
ENSG00000231684.2 1 182305135 182305136
ENSG00000135821.12 1 182361340 182361341
ENSG00000135828.7 1 182558390 182558391
ENSG00000143333.6 1 182573542 182573543
ENSG00000135838.9 1 182758427 182758428
ENSG00000135829.12 1 182808503 182808504
ENSG00000224040.1 1 182911538 182911539
ENSG00000135862.5 1 182992594 182992595
ENSG00000224468.3 1 183110416 183110417
ENSG00000058085.10 1 183155372 183155373
ENSG00000157064.6 1 183387736 183387737
ENSG00000116698.16 1 183441350 183441351
ENSG00000116701.10 1 183560010 183560011
ENSG00000162704.11 1 183604891 183604892
ENSG00000143344.11 1 183605219 183605220
ENSG00000198756.6 1 184006862 184006863
ENSG00000198860.7 1 184020810 184020811
ENSG00000271387.1 1 184355837 184355838
ENSG00000116667.8 1 184356191 184356192
ENSG00000116406.14 1 184724046 184724047
ENSG00000135842.12 1 184943681 184943682
ENSG00000121481.6 1 185014495 185014496
ENSG00000121486.7 1 185126203 185126204
ENSG00000116668.8 1 185126211 185126212
ENSG00000231084.2 1 185140841 185140842
ENSG00000213051.3 1 185196831 185196832
ENSG00000116679.11 1 185286460 185286461
ENSG00000143341.7 1 185703682 185703683
ENSG00000116690.7 1 186265404 186265405
ENSG00000202025.1 1 186281059 186281060
ENSG00000047410.9 1 186344824 186344825
ENSG00000157181.10 1 186344889 186344890
ENSG00000262180.1 1 186369703 186369704
ENSG00000073756.7 1 186649558 186649559
ENSG00000273129.1 1 186649753 186649754
ENSG00000116711.8 1 186798084 186798085
ENSG00000150681.5 1 192127586 192127587
ENSG00000226723.2 1 192216616 192216617
ENSG00000236792.1 1 192216634 192216635
ENSG00000090104.7 1 192544856 192544857
ENSG00000231767.2 1 192685312 192685313
ENSG00000116741.6 1 192778168 192778169
ENSG00000116747.8 1 193028551 193028552
ENSG00000116750.9 1 193029236 193029237
ENSG00000272579.1 1 193060685 193060686
ENSG00000023572.4 1 193075243 193075244
ENSG00000134371.9 1 193091146 193091147
ENSG00000162630.5 1 193155783 193155784
ENSG00000162687.12 1 196578354 196578355
ENSG00000000971.11 1 196621007 196621008
ENSG00000177888.7 1 197169671 197169672
ENSG00000213047.7 1 197744825 197744826
ENSG00000203724.6 1 197871776 197871777
ENSG00000151414.10 1 198126092 198126093
ENSG00000081237.14 1 198607800 198607801
ENSG00000116833.9 1 199996729 199996730
ENSG00000162702.7 1 200379183 200379184
ENSG00000260088.1 1 200638634 200638635
ENSG00000118197.9 1 200639096 200639097
ENSG00000118200.10 1 200708685 200708686
ENSG00000116852.10 1 200992827 200992828
ENSG00000116857.12 1 201140701 201140702
ENSG00000081277.7 1 201252579 201252580
ENSG00000224818.1 1 201434273 201434274
ENSG00000174307.5 1 201438364 201438365
ENSG00000224536.1 1 201476368 201476369
ENSG00000159176.9 1 201478583 201478584
ENSG00000223396.2 1 201487830 201487831
ENSG00000242150.2 1 201489183 201489184
ENSG00000269690.1 1 201592012 201592013
ENSG00000134369.11 1 201592410 201592411
ENSG00000198700.5 1 201798268 201798269
ENSG00000231871.1 1 201798686 201798687
ENSG00000198892.6 1 201857807 201857808
ENSG00000223774.1 1 201862969 201862970
ENSG00000163431.11 1 201915714 201915715
ENSG00000134375.6 1 201924618 201924619
ENSG00000176393.6 1 201951499 201951500
ENSG00000273478.1 1 201965479 201965480
ENSG00000234678.1 1 201979480 201979481
ENSG00000143862.3 1 202113868 202113869
ENSG00000143851.11 1 202130715 202130716
ENSG00000077152.5 1 202311107 202311108
ENSG00000077157.16 1 202317826 202317827
ENSG00000236439.3 1 202441257 202441258
ENSG00000226862.1 1 202573395 202573396
ENSG00000235449.2 1 202736545 202736546
ENSG00000117139.12 1 202778597 202778598
ENSG00000228288.2 1 202780081 202780082
ENSG00000183155.4 1 202858262 202858263
ENSG00000117153.11 1 202897763 202897764
ENSG00000159346.8 1 202927699 202927700
ENSG00000159348.8 1 202936407 202936408
ENSG00000163444.7 1 202976513 202976514
ENSG00000163485.11 1 203059781 203059782
ENSG00000133048.8 1 203155876 203155877
ENSG00000133063.11 1 203242768 203242769
ENSG00000159388.5 1 203274618 203274619
ENSG00000122176.10 1 203320616 203320617
ENSG00000188783.5 1 203444955 203444956
ENSG00000058668.10 1 203595688 203595689
ENSG00000221643.1 1 203698708 203698709
ENSG00000122188.8 1 203734303 203734304
ENSG00000058673.11 1 203764781 203764782
ENSG00000257315.1 1 203765436 203765437
ENSG00000182004.8 1 203830730 203830731
ENSG00000143842.10 1 204042242 204042243
ENSG00000261065.1 1 204100189 204100190
ENSG00000143845.10 1 204121306 204121307
ENSG00000143850.8 1 204346792 204346793
ENSG00000158615.8 1 204380918 204380919
ENSG00000133056.9 1 204463851 204463852
ENSG00000198625.8 1 204485510 204485511
ENSG00000240219.1 1 204595902 204595903
ENSG00000170382.7 1 204654860 204654861
ENSG00000163531.11 1 204797778 204797779
ENSG00000229657.2 1 204915735 204915736
ENSG00000174529.6 1 205053644 205053645
ENSG00000117222.9 1 205091142 205091143
ENSG00000133059.12 1 205180726 205180727
ENSG00000133069.10 1 205197303 205197304
ENSG00000163545.7 1 205290882 205290883
ENSG00000235363.1 1 205320374 205320375
ENSG00000117266.11 1 205473722 205473723
ENSG00000174514.8 1 205538012 205538013
ENSG00000236942.1 1 205594610 205594611
ENSG00000158711.9 1 205601089 205601090
ENSG00000158715.5 1 205649586 205649587
ENSG00000268313.1 1 205682496 205682497
ENSG00000069275.12 1 205719403 205719404
ENSG00000117280.8 1 205744587 205744588
ENSG00000133065.6 1 205782875 205782876
ENSG00000162877.8 1 205819259 205819260
ENSG00000229874.2 1 206137983 206137984
ENSG00000196533.6 1 206288646 206288647
ENSG00000163486.8 1 206516199 206516200
ENSG00000143466.9 1 206643790 206643791
ENSG00000136653.15 1 206680878 206680879
ENSG00000234981.1 1 206702247 206702248
ENSG00000143486.11 1 206785903 206785904
ENSG00000143479.11 1 206808880 206808881
ENSG00000162889.6 1 206858288 206858289
ENSG00000224114.1 1 206869613 206869614
ENSG00000136634.5 1 206945838 206945839
ENSG00000162891.6 1 207038698 207038699
ENSG00000162892.11 1 207070787 207070788
ENSG00000162894.7 1 207096591 207096592
ENSG00000123836.10 1 207222800 207222801
ENSG00000180667.6 1 207226324 207226325
ENSG00000123843.8 1 207262186 207262187
ENSG00000123838.6 1 207277606 207277607
ENSG00000196352.9 1 207494852 207494853
ENSG00000203710.6 1 207669491 207669492
ENSG00000117335.14 1 207925401 207925402
ENSG00000203709.5 1 208042494 208042495
ENSG00000174059.12 1 208084746 208084747
ENSG00000076356.6 1 208417664 208417665
ENSG00000264831.1 1 209796854 209796855
ENSG00000196878.8 1 209825810 209825811
ENSG00000123689.5 1 209848764 209848765
ENSG00000117594.5 1 209859509 209859510
ENSG00000227591.1 1 209897469 209897470
ENSG00000236136.1 1 209917717 209917718
ENSG00000009790.10 1 209929376 209929377
ENSG00000162757.3 1 209957903 209957904
ENSG00000232222.1 1 209961037 209961038
ENSG00000117595.6 1 209979464 209979465
ENSG00000117597.13 1 210001351 210001352
ENSG00000082497.7 1 210406143 210406144
ENSG00000203706.4 1 210407391 210407392
ENSG00000228110.3 1 210440586 210440587
ENSG00000054392.8 1 210501595 210501596
ENSG00000224668.1 1 211035626 211035627
ENSG00000226986.3 1 211380388 211380389
ENSG00000117625.9 1 211431718 211431719
ENSG00000082512.10 1 211499956 211499957
ENSG00000153363.8 1 211556144 211556145
ENSG00000236809.2 1 211590366 211590367
ENSG00000261252.1 1 211608413 211608414
ENSG00000170385.9 1 211752083 211752084
ENSG00000123684.8 1 212004113 212004114
ENSG00000143493.8 1 212208883 212208884
ENSG00000220749.3 1 212225370 212225371
ENSG00000226251.1 1 212412318 212412319
ENSG00000066027.7 1 212458878 212458879
ENSG00000225338.1 1 212482859 212482860
ENSG00000201544.1 1 212526157 212526158
ENSG00000229832.1 1 212530759 212530760
ENSG00000065600.8 1 212588242 212588243
ENSG00000117691.5 1 212606228 212606229
ENSG00000260805.1 1 212731174 212731175
ENSG00000162772.12 1 212738675 212738676
ENSG00000123685.4 1 212873326 212873327
ENSG00000117697.10 1 212965123 212965124
ENSG00000203705.6 1 212965169 212965170
ENSG00000198468.3 1 213031429 213031430
ENSG00000162769.8 1 213031596 213031597
ENSG00000143494.11 1 213123861 213123862
ENSG00000174606.8 1 213189167 213189168
ENSG00000136643.7 1 213224588 213224589
ENSG00000117707.11 1 214156523 214156524
ENSG00000143499.9 1 214454444 214454445
ENSG00000228470.1 1 214530957 214530958
ENSG00000213036.3 1 214656729 214656730
ENSG00000152104.7 1 214725791 214725792
ENSG00000136636.8 1 215740734 215740735
ENSG00000092978.6 1 217804423 217804424
ENSG00000067533.5 1 218458628 218458629
ENSG00000092969.7 1 218519576 218519577
ENSG00000143353.7 1 219347185 219347186
ENSG00000228063.1 1 219347302 219347303
ENSG00000228536.1 1 219585282 219585283
ENSG00000230024.1 1 219615983 219615984
ENSG00000215817.3 1 219786461 219786462
ENSG00000136628.13 1 220219999 220220000
ENSG00000162813.13 1 220263803 220263804
ENSG00000067704.8 1 220267443 220267444
ENSG00000232134.1 1 220317692 220317693
ENSG00000218283.2 1 220426911 220426912
ENSG00000213033.4 1 220441258 220441259
ENSG00000118873.11 1 220445795 220445796
ENSG00000116141.11 1 220701567 220701568
ENSG00000225782.1 1 220836457 220836458
ENSG00000162817.6 1 220863186 220863187
ENSG00000117791.11 1 220921566 220921567
ENSG00000186205.8 1 220960100 220960101
ENSG00000221571.2 1 220998961 220998962
ENSG00000272823.1 1 221002552 221002553
ENSG00000238078.1 1 221002596 221002597
ENSG00000136630.11 1 221051698 221051699
ENSG00000257551.1 1 221053481 221053482
ENSG00000143507.13 1 221915517 221915518
ENSG00000143512.8 1 222721444 222721445
ENSG00000225265.1 1 222763166 222763167
ENSG00000143498.13 1 222763274 222763275
ENSG00000154305.12 1 222791427 222791428
ENSG00000272750.1 1 222834853 222834854
ENSG00000162819.7 1 222885894 222885895
ENSG00000186063.8 1 222886551 222886552
ENSG00000228106.1 1 222988363 222988364
ENSG00000154309.7 1 222988405 222988406
ENSG00000187554.7 1 223316623 223316624
ENSG00000162909.13 1 223889294 223889295
ENSG00000143514.12 1 224033673 224033674
ENSG00000272645.1 1 224141140 224141141
ENSG00000232372.1 1 224175855 224175856
ENSG00000243000.1 1 224183596 224183597
ENSG00000185495.6 1 224183658 224183659
ENSG00000263182.1 1 224196428 224196429
ENSG00000143756.7 1 224301788 224301789
ENSG00000236773.1 1 224363407 224363408
ENSG00000143753.8 1 224363457 224363458
ENSG00000237101.1 1 224407314 224407315
ENSG00000143748.13 1 224518088 224518089
ENSG00000143771.7 1 224544551 224544552
ENSG00000143786.3 1 224622361 224622362
ENSG00000162923.10 1 224624734 224624735
ENSG00000143815.10 1 225616626 225616627
ENSG00000154380.12 1 225840843 225840844
ENSG00000143742.8 1 225965530 225965531
ENSG00000143819.8 1 225997793 225997794
ENSG00000242861.1 1 226034222 226034223
ENSG00000196187.7 1 226070068 226070069
ENSG00000255835.1 1 226111977 226111978
ENSG00000143811.12 1 226111977 226111978
ENSG00000248322.1 1 226125256 226125257
ENSG00000143768.7 1 226129188 226129189
ENSG00000143751.9 1 226187031 226187032
ENSG00000163041.5 1 226249551 226249552
ENSG00000272562.1 1 226249576 226249577
ENSG00000225518.2 1 226271339 226271340
ENSG00000234478.1 1 226335703 226335704
ENSG00000182827.8 1 226374430 226374431
ENSG00000183814.11 1 226497569 226497570
ENSG00000143799.8 1 226595779 226595780
ENSG00000203685.5 1 226736500 226736501
ENSG00000143772.5 1 226927023 226927024
ENSG00000143801.12 1 227057884 227057885
ENSG00000163050.12 1 227085236 227085237
ENSG00000233706.1 1 227179840 227179841
ENSG00000143776.14 1 227506174 227506175
ENSG00000224834.1 1 227621764 227621765
ENSG00000181450.13 1 227751243 227751244
ENSG00000143740.10 1 227916239 227916240
ENSG00000081692.8 1 227923111 227923112
ENSG00000143816.7 1 228135598 228135599
ENSG00000143761.9 1 228270360 228270361
ENSG00000264944.1 1 228284963 228284964
ENSG00000143793.8 1 228293111 228293112
